GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),
52.185726,-1.881133,0,0,1399.999,0,,13 / 24,10845,2019-08-16 11:29:35:214,-0.1403,0.0506,10.5065,0.004,0.0159,9.8066,0.034,0.0351,0.0277,-14.33,4.22,-38.46,199.66,-1.34,0.48
52.185726,-1.881133,0,0,1399.999,0,,13 / 24,10945,2019-08-16 11:29:35:314,0.4134,-0.1114,9.2872,0.0165,0.0419,9.8065,0.0276,0.0191,0.0511,-14.33,4.22,-38.46,199.66,-1.34,0.48
52.185726,-1.881133,0,0,1399.999,0,,13 / 24,11045,2019-08-16 11:29:35:414,0.1941,-0.3715,9.1765,-0.0078,0.0036,9.8066,-0.0586,0.0148,0.0906,-14.33,3.84,-38.46,195.03,-1.17,0.68
52.185726,-1.881133,0,0,1399.999,0,,13 / 24,11146,2019-08-16 11:29:35:515,0.2681,-0.5511,9.4514,-0.0323,-0.0053,9.8066,-0.0448,-0.0129,0.0969,-14.33,3.84,-38.46,195.03,-1.17,0.68
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11245,2019-08-16 11:29:35:614,-0.0408,-0.218,9.3516,-0.0105,-0.0115,9.8066,0.0117,-0.0044,0.0714,-14.71,3.84,-38.02,194.09,-1.36,0.7
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11346,2019-08-16 11:29:35:715,-0.128,-0.046,11.0597,-0.0298,-0.0022,9.8066,0.0532,-0.0459,0.0597,-15.08,2.72,-39.71,190.15,-1.53,0.73
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11445,2019-08-16 11:29:35:814,-0.1266,0.1695,9.0702,-0.0144,0.0511,9.8065,0.0532,-0.0459,0.0597,-15.46,2.72,-39.27,189.36,-1.56,1.04
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11545,2019-08-16 11:29:35:914,-0.0363,0.1547,9.9379,-0.0015,0.021,9.8066,0.0202,-0.0352,0.0937,-15.46,2.72,-39.27,189.36,-1.56,1.04
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11645,2019-08-16 11:29:36:014,0.173,0.1929,9.528,0.032,0.0065,9.8066,-0.0192,-0.0502,0.0916,-15.46,1.97,-38.9,184.97,-1.55,1.16
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11747,2019-08-16 11:29:36:116,0.386,-0.1152,8.3494,0.0107,0.0085,9.8066,0.0074,-0.0214,0.0991,-16.21,1.59,-38.9,184.54,-1.36,1.18
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11845,2019-08-16 11:29:36:214,-0.2961,0.261,10.1256,0.0004,0.0127,9.8066,0.0042,-0.0491,0.0778,-16.21,1.59,-38.9,184.54,-1.36,1.18
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,11945,2019-08-16 11:29:36:314,0.1401,0.0369,9.4286,0.0317,-0.002,9.8066,-0.0043,-0.0118,0.0799,-16.21,1.65,-39.27,184.35,-1.36,1.25
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12045,2019-08-16 11:29:36:414,0.023,-0.0178,10.6983,0.031,-0.0105,9.8066,0.033,0.0138,0.0735,-16.58,0.53,-39.27,184.35,-1.36,1.25
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12146,2019-08-16 11:29:36:515,-0.174,-0.0726,9.9461,-0.002,-0.0014,9.8067,0.033,0.0138,0.0735,-16.21,0.9,-38.84,180.75,-1.18,1.18
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12245,2019-08-16 11:29:36:614,0.1282,-0.1036,8.9841,0.0062,0.0024,9.8066,0.0223,0.0681,0.0799,-16.58,0.53,-39.27,180.67,-1.14,1.19
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12345,2019-08-16 11:29:36:714,-0.0643,0.124,10.5505,0.0076,0.0467,9.8065,0.0287,-0.0512,0.0788,-17.27,0.9,-39.27,180.67,-1.14,1.19
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12445,2019-08-16 11:29:36:814,-0.0242,-0.1525,9.1537,0.0224,0.0648,9.8064,0.0383,0.001,0.0863,-17.27,0.9,-39.27,180.67,-1.14,1.19
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12545,2019-08-16 11:29:36:914,-0.2733,0.1483,10.5609,-0.0076,0.0262,9.8066,0.0308,-0.0182,0.0895,-17.27,0.53,-38.9,179.76,-1.01,1.57
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12645,2019-08-16 11:29:37:014,-0.075,-0.2741,9.8097,0.0127,0.0281,9.8066,-0.0693,0.0521,0.0937,-17.65,1.65,-37.59,182.8,-0.93,1.73
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12745,2019-08-16 11:29:37:114,0.3958,-0.3494,9.68,0.0273,-0.0093,9.8066,-0.0661,-0.0225,0.1033,-16.9,1.28,-37.21,179.72,-0.78,1.67
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12846,2019-08-16 11:29:37:215,-0.1352,-0.0632,9.8243,-0.0202,-0.049,9.8065,0.0117,-0.015,0.0874,-16.9,1.28,-37.21,179.72,-0.78,1.67
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,12945,2019-08-16 11:29:37:314,-0.5223,-0.4136,9.6033,-0.036,-0.0593,9.8064,0.0021,-0.0544,0.0937,-15.46,1.28,-36.4,180.67,-0.99,1.32
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13046,2019-08-16 11:29:37:415,0.4778,-0.147,11.2285,0.0046,0.0131,9.8066,0.0021,-0.0544,0.0937,-15.46,0.9,-37.96,180.28,-0.96,1.4
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13146,2019-08-16 11:29:37:515,0.1477,-0.7149,9.3037,-0.0093,0.0044,9.8066,0.0287,-0.0448,0.0543,-15.83,1.65,-38.84,183.85,-0.85,1.41
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13245,2019-08-16 11:29:37:614,-0.0224,-0.4321,8.8079,-0.0288,0.0091,9.8066,0.0521,0.0404,0.066,-15.83,1.65,-38.84,183.85,-0.85,1.41
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13345,2019-08-16 11:29:37:714,0.0987,-0.4965,8.7216,-0.0319,0.0145,9.8066,-0.0107,-0.0044,0.0884,-15.83,0.9,-38.84,183.85,-0.85,1.41
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13445,2019-08-16 11:29:37:814,0.3151,-0.5916,10.511,0.0225,0.0015,9.8066,-0.0469,-0.0278,0.0969,-16.21,0.53,-38.77,179.89,-1.03,1.51
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13545,2019-08-16 11:29:37:914,0.2841,0.3915,9.8232,0.0012,-0.006,9.8066,-0.0384,-0.0395,0.0703,-16.58,0.15,-38.34,176.48,-0.9,1.52
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13645,2019-08-16 11:29:38:014,0.0823,-0.1868,9.6864,0.0009,-0.0537,9.8065,-0.0043,-0.0448,0.0671,-16.58,0.15,-38.34,176.48,-0.9,1.52
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13745,2019-08-16 11:29:38:114,0.0517,-0.5329,9.9387,0.0043,-0.0444,9.8065,0.0223,-0.0257,0.0085,-16.9,0.15,-38.34,177.21,-0.87,1.21
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13845,2019-08-16 11:29:38:214,-0.1517,-0.3098,9.9128,0.0171,-0.0733,9.8064,0.0223,-0.0257,0.0085,-15.83,0.15,-37.52,178.08,-0.75,0.78
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,13945,2019-08-16 11:29:38:314,0.0232,-0.2004,10.0803,0.0159,-0.0159,9.8066,0.0564,0.0734,-0.0117,-15.83,0.15,-37.52,178.08,-0.75,0.78
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14045,2019-08-16 11:29:38:414,0.1479,-0.5685,10.5958,0.0001,-0.0022,9.8067,-0.0022,0.0755,0.0011,-16.21,-0.53,-38.34,174.64,-0.66,0.69
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14145,2019-08-16 11:29:38:514,0.018,-0.5784,9.9891,0.0049,-0.0298,9.8066,-0.0608,0.0265,0.0298,-16.21,-0.53,-37.96,174.64,-0.66,0.69
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14245,2019-08-16 11:29:38:614,-0.1287,-0.6811,9.143,-0.0047,-0.0194,9.8066,-0.0139,-0.015,0.016,-16.21,-0.53,-37.52,175.06,-0.61,0.52
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14345,2019-08-16 11:29:38:714,0.0612,-0.6357,9.1602,-0.0204,-0.0458,9.8065,0.0021,0.0212,-0.0138,-16.21,-0.91,-37.46,175.06,-0.61,0.52
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14445,2019-08-16 11:29:38:814,-0.0374,-0.4668,10.1336,-0.0055,-0.0591,9.8065,-0.0075,0.0159,-0.0128,-16.21,-0.91,-37.46,175.06,-0.61,0.52
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14545,2019-08-16 11:29:38:914,-0.025,0.2057,10.8199,-0.0033,-0.0156,9.8066,0.0181,-0.0278,-0.017,-15.46,-0.53,-38.27,175.62,-0.61,0.18
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14645,2019-08-16 11:29:39:014,0.0742,0.019,10.216,-0.0023,-0.0231,9.8066,0.0181,-0.0278,-0.017,-16.21,-0.16,-37.46,179.9,-0.62,0.04
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14746,2019-08-16 11:29:39:115,-0.2035,-0.097,9.7892,-0.0075,-0.0076,9.8066,-0.0171,0.0404,0.0107,-16.21,-0.16,-37.46,180.01,-0.66,0
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14845,2019-08-16 11:29:39:214,0.0374,-0.1096,10.2668,-0.0115,-0.0154,9.8066,-0.0075,-0.0182,-0.0138,-16.21,-0.16,-37.46,180.01,-0.66,0
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,14945,2019-08-16 11:29:39:314,0.3217,-0.3254,9.5656,-0.0092,-0.032,9.8066,0.0042,-0.031,-0.0138,-16.21,-0.16,-37.02,180.45,-0.71,-0.19
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15046,2019-08-16 11:29:39:415,0.1736,-0.1262,9.5813,0.012,-0.0165,9.8066,0.001,0.0042,0.0021,-15.83,0.22,-37.02,180.45,-0.71,-0.19
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15145,2019-08-16 11:29:39:514,0.5876,-0.0481,9.7576,0.0223,0.0066,9.8066,-0.0139,0.0052,0.0085,-15.46,0.53,-37.46,184.58,-0.55,-0.27
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15245,2019-08-16 11:29:39:614,0.4147,-0.1678,8.904,0.0566,0.0026,9.8065,-0.0064,-0.0384,-0.0181,-15.46,0.53,-37.46,184.58,-0.55,-0.27
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15346,2019-08-16 11:29:39:715,0.4518,-0.2695,9.2951,0.0403,-0.0006,9.8066,0.0031,-0.0086,0.0085,-15.46,0.22,-38.27,180.71,-0.22,-0.28
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15445,2019-08-16 11:29:39:814,0.1345,-0.2172,10.4973,0.084,-0.0219,9.8063,0.0031,-0.0086,0.0085,-15.08,0.22,-39.09,181.06,0.27,-0.41
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15545,2019-08-16 11:29:39:914,0.2516,-0.0187,9.8456,0.0505,-0.0022,9.8065,-0.0096,-0.0427,-0.0117,-15.08,0.22,-39.09,181.06,0.27,-0.41
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15646,2019-08-16 11:29:40:015,0.467,0.0354,9.7226,0.0374,0.0085,9.8066,0.0255,-0.0139,0.0096,-15.46,0.22,-39.09,181.09,0.56,-0.43
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15745,2019-08-16 11:29:40:114,0.4862,0.2083,9.5973,0.0914,0.0139,9.8062,0.0042,-0.0235,-0.0107,-15.83,0.59,-38.65,181.09,0.56,-0.43
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15845,2019-08-16 11:29:40:214,0.1672,0.0503,9.5177,0.1313,0.0099,9.8058,-0.015,0.0106,0.0128,-15.46,0.22,-38.21,180.93,1.33,-0.39
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,15946,2019-08-16 11:29:40:315,0.1496,-0.0381,10.1351,0.0122,-0.0069,9.8066,-0.0001,0.0191,0.0011,-15.46,0.59,-37.4,180.93,1.33,-0.39
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16045,2019-08-16 11:29:40:414,0.024,0.0013,9.2014,0.0072,-0.003,9.8066,-0.0118,-0.0321,-0.016,-15.46,0.22,-37.4,181.14,1.56,-0.49
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16145,2019-08-16 11:29:40:514,0.2692,0.0459,10.1449,-0.0035,-0.0032,9.8066,0.0138,-0.0107,0.0032,-15.46,0.22,-37.4,181.14,1.56,-0.49
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16245,2019-08-16 11:29:40:614,-0.5233,-0.0395,10.0868,0.0154,-0.0053,9.8066,0.0138,-0.0107,0.0032,-15.08,0.22,-36.96,181.18,1.54,-0.51
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16346,2019-08-16 11:29:40:715,-0.3342,0.1037,10.284,-0.087,0.0119,9.8063,0.0149,0.1309,-0.0288,-15.83,-0.53,-36.96,177.82,1.63,-0.54
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16445,2019-08-16 11:29:40:814,-1.0732,0.2963,9.0751,-0.1351,-0.0065,9.8057,-0.0107,0.0617,-0.017,-15.08,-0.91,-36.96,177.82,1.63,-0.54
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16546,2019-08-16 11:29:40:915,-0.5904,-0.1456,9.6121,-0.219,-0.0239,9.8042,-0.0128,-0.0033,0.0149,-15.46,-0.53,-36.96,178.02,0.35,-0.73
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16645,2019-08-16 11:29:41:014,-0.6405,0.3077,10.871,-0.0712,-0.0092,9.8064,0.0159,-0.0502,-0.0064,-15.46,-0.53,-36.96,178.02,0.35,-0.73
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16745,2019-08-16 11:29:41:114,-0.891,0.1268,9.12,-0.0571,-0.0137,9.8065,0.0021,-0.0523,-0.0011,-15.83,-0.53,-37.4,178.27,-0.06,-0.8
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16845,2019-08-16 11:29:41:214,-0.7148,0.424,9.7793,-0.0844,0.0039,9.8063,-0.0267,-0.0321,0.0192,-16.52,-0.53,-37.77,178.27,-0.06,-0.8
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,16945,2019-08-16 11:29:41:314,-0.6582,0.5004,9.8642,-0.0315,-0.0005,9.8066,0.0191,-0.0278,-0.016,-17.65,1.28,-35.27,184.76,-0.83,-0.75
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,17045,2019-08-16 11:29:41:414,-0.3727,0.2223,9.6323,0.0104,-0.015,9.8066,0.0191,-0.0278,-0.016,-15.83,3.15,-35.77,192.7,-1.01,-0.74
52.185726,-1.881133,0,0,1399.999,0,,14 / 24,17145,2019-08-16 11:29:41:514,-0.4169,0.1896,9.2926,-0.0369,-0.0376,9.8065,-0.0171,0.0212,-0.0085,-14.71,3.15,-36.96,192.7,-1.01,-0.74
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17245,2019-08-16 11:29:41:614,-0.4667,-0.3729,10.193,-0.0853,-0.081,9.8059,-0.0501,0.0212,0.0011,-15.46,2.03,-36.9,190.95,-1.6,-1.09
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17347,2019-08-16 11:29:41:716,-0.2994,-0.2397,10.2615,-0.0291,-0.0083,9.8066,0.0212,-0.0065,-0.0117,-15.83,0.97,-37.34,190.95,-1.6,-1.09
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17445,2019-08-16 11:29:41:814,-0.0177,-0.5176,8.8446,-0.0568,0.0037,9.8065,0.0703,-0.0374,-0.0192,-15.83,0.97,-37.34,190.95,-1.6,-1.09
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17545,2019-08-16 11:29:41:914,-0.7279,0.0166,10.3099,-0.0579,0.0256,9.8064,0.017,0.0777,-0.0213,-15.46,0.59,-37.34,186.83,-1.92,-1
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17645,2019-08-16 11:29:42:014,-0.4373,0.0376,9.9399,-0.1078,0.0286,9.806,0.0244,-0.0576,-0.0096,-15.46,0.59,-37.34,186.83,-1.92,-1
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17745,2019-08-16 11:29:42:114,0.014,-0.1729,10.2111,0.0034,-0.0173,9.8066,0.0244,-0.0576,-0.0096,-15.83,0.22,-37.77,182.02,-2.53,-0.76
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17845,2019-08-16 11:29:42:214,-0.262,-0.1882,9.3699,-0.0187,-0.0463,9.8065,-0.0523,-0.0502,0.0202,-17.27,0.59,-39.4,186.39,-2.65,-1.03
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,17946,2019-08-16 11:29:42:315,0.1094,-0.1919,9.4749,-0.0417,-0.0105,9.8066,-0.0139,0.0372,0.0096,-17.27,0.59,-39.4,186.39,-2.65,-1.03
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,18045,2019-08-16 11:29:42:414,0.0742,0.1656,10.3419,0.0106,0.0269,9.8066,0.0351,-0.0193,-0.0043,-17.65,-0.16,-37.34,182.44,-2.9,-1.06
52.18565,-1.877151,80,3.69,11,353.5,,14 / 24,18145,2019-08-16 11:29:42:514,-0.1085,0.2996,9.084,-0.0244,0.0283,9.8066,0.0223,0.0255,-0.0107,-16.52,-0.53,-36.52,178.44,-2.83,-0.91
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18246,2019-08-16 11:29:42:615,0.1231,-0.0832,9.3751,-0.0308,0.036,9.8065,0.0244,0.0095,-0.0181,-16.52,-0.53,-36.52,178.44,-2.83,-0.91
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18345,2019-08-16 11:29:42:714,0.0889,-0.1885,10.8314,-0.0062,-0.0224,9.8066,-0.0246,-0.015,-0.017,-16.21,-0.16,-37.34,181.85,-3.01,-0.7
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18446,2019-08-16 11:29:42:815,0.0804,-0.4257,9.2544,-0.0023,-0.0411,9.8066,0.0042,-0.0395,0.0107,-16.52,-0.16,-39.02,182.18,-3.05,-0.83
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18545,2019-08-16 11:29:42:914,0.1561,-0.0071,9.1328,0.0194,-0.0477,9.8065,0.0042,-0.0395,0.0107,-17.27,-0.91,-38.52,179.08,-2.95,-1.12
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18645,2019-08-16 11:29:43:014,0.4194,0.3082,10.3893,0.0184,-0.0038,9.8066,0.0095,-0.0416,-0.0021,-17.27,-0.91,-38.52,179.08,-2.95,-1.12
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18745,2019-08-16 11:29:43:114,0.0299,0.4162,9.7191,0.0459,0.0143,9.8065,0.0095,-0.0171,0.0107,-16.9,-0.91,-37.71,178.8,-2.68,-1.03
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18845,2019-08-16 11:29:43:214,0.0265,0.1407,11.6748,-0.0006,-0.0203,9.8066,-0.0235,0.0521,-0.0032,-16.52,-0.16,-37.71,182.06,-2.61,-0.83
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,18946,2019-08-16 11:29:43:315,0.0006,-0.2632,8.8492,-0.0011,-0.0297,9.8066,-0.0086,-0.0278,-0.0032,-16.15,-0.53,-37.27,178.44,-2.62,-0.94
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,19045,2019-08-16 11:29:43:414,-0.0941,-0.0847,9.5176,0.0027,-0.0315,9.8066,0.0031,-0.0012,0.0128,-16.15,-0.53,-37.27,178.44,-2.62,-0.94
52.18548,-1.877217,81,4.51,10,192.8,,14 / 24,19145,2019-08-16 11:29:43:514,0.0679,-0.1439,10.1513,0.0013,-0.0028,9.8066,-0.0043,0.0138,0.0085,-16.9,-0.85,-38.09,179.06,-2.6,-1.13
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19245,2019-08-16 11:29:43:614,0.2,0.2204,9.5409,0.0416,0.0082,9.8066,-0.0043,0.0138,0.0085,-16.15,-0.85,-38.09,179.03,-2.59,-1.14
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19346,2019-08-16 11:29:43:715,0.1413,0.5323,10.3687,0.0747,0.0432,9.8063,0.0202,-0.0459,0.0128,-16.52,-0.53,-37.27,178.43,-2.16,-0.88
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19445,2019-08-16 11:29:43:814,0.3729,0.2504,8.6129,0.0195,0.0063,9.8066,-0.0182,-0.0203,0.0021,-16.52,-0.53,-37.27,178.43,-2.16,-0.88
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19545,2019-08-16 11:29:43:914,0.0138,0.481,10.2918,0.03,-0.0237,9.8066,0.0351,-0.0395,-0.0192,-16.15,0.22,-37.27,182.56,-1.98,-1.02
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19645,2019-08-16 11:29:44:014,0.5169,0.1084,9.5231,0.0241,-0.002,9.8066,-0.0139,0.0116,0.0064,-16.15,0.22,-37.27,182.56,-1.98,-1.02
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19745,2019-08-16 11:29:44:114,0.242,0.2775,9.083,0.0801,0.0173,9.8063,-0.0288,-0.0278,0.0234,-15.83,0.59,-37.27,186.43,-1.84,-1.04
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19845,2019-08-16 11:29:44:214,0.1828,0.0573,9.2746,0.0185,0.0081,9.8066,0.0021,0.017,0.0181,-15.83,0.97,-37.65,186.26,-1.36,-0.99
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,19945,2019-08-16 11:29:44:314,0.316,0.0816,9.5407,0.0338,0.0142,9.8066,0.0159,0.0116,-0.017,-15.83,0.97,-37.65,186.26,-1.36,-0.99
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,20045,2019-08-16 11:29:44:414,0.1974,-0.1407,8.8938,0.0415,0.0026,9.8066,0.0159,0.0116,-0.017,-15.83,0.97,-38.46,186.05,-1.16,-0.93
52.185455,-1.877243,82,4.73,11,353.9,,14 / 24,20145,2019-08-16 11:29:44:514,0.4263,-0.0893,9.728,0.0506,0.0074,9.8065,0.0212,-0.0299,0.0096,-15.08,0.22,-37.65,182.41,-0.86,-0.92
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20246,2019-08-16 11:29:44:615,0.3051,-0.5419,9.6611,0.0119,0.0118,9.8066,0.0063,0.05,-0.0202,-15.08,0.22,-37.65,182.41,-0.86,-0.92
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20345,2019-08-16 11:29:44:714,-0.161,-0.2596,10.0116,-0.0076,0.0236,9.8066,-0.0597,0.0745,0.0085,-15.83,-0.16,-37.65,182.08,-0.79,-0.85
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20446,2019-08-16 11:29:44:815,0.3272,-0.1909,10.3713,0.0208,0.0209,9.8066,-0.0043,0.018,0.0053,-16.15,-0.16,-38.02,181.79,-0.66,-0.73
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20545,2019-08-16 11:29:44:914,-0.0393,-0.2449,9.4436,-0.0102,0.0028,9.8066,0.0095,-0.0022,0.0011,-16.15,0.22,-38.02,181.79,-0.66,-0.73
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20645,2019-08-16 11:29:45:014,-0.0048,0.3097,10.3652,0.031,-0.0048,9.8066,0.0202,0.0106,0.0415,-16.15,0.22,-38.02,181.79,-0.66,-0.73
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20745,2019-08-16 11:29:45:114,0.1688,0.0307,10.2263,0.0116,0.0336,9.8066,-0.0001,-0.048,0.0032,-16.15,-0.16,-37.65,181.85,-0.48,-0.77
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20845,2019-08-16 11:29:45:214,0.0151,0.0266,8.3737,0.0342,0.0451,9.8065,-0.0001,-0.048,0.0032,-16.15,0.22,-37.65,181.85,-0.48,-0.77
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,20945,2019-08-16 11:29:45:314,0.3757,-0.246,9.4562,0.0378,0.0137,9.8066,-0.0054,-0.0161,-0.0053,-15.08,-0.16,-36.4,181.68,-0.26,-0.69
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,21045,2019-08-16 11:29:45:414,-0.1485,-0.6015,9.4471,-0.005,-0.0095,9.8066,-0.0544,0.0478,0.0128,-15.08,-0.16,-36.4,181.68,-0.26,-0.69
52.185333,-1.877339,81,5.8,10,194.1,,14 / 24,21145,2019-08-16 11:29:45:514,-0.0724,0.1245,9.8538,0.003,0.0095,9.8066,0.0074,-0.0076,0.0085,-16.15,-0.47,-37.21,181.75,-0.29,-0.75
52.18527,-1.87736,82,5.74,10,192.9,,14 / 24,21246,2019-08-16 11:29:45:615,0.112,0.0607,10.5172,0.0137,0.0233,9.8066,-0.0288,-0.0065,0.0085,-16.52,-0.47,-38.09,181.75,-0.29,-0.75
52.18527,-1.87736,82,5.74,10,192.9,,14 / 24,21345,2019-08-16 11:29:45:714,-0.0443,0.3118,9.719,0.0195,0.0313,9.8066,0.0106,-0.1492,0.0117,-16.52,-0.85,-37.21,177.85,-0.17,-0.57
52.18527,-1.87736,82,5.74,10,192.9,,14 / 24,21445,2019-08-16 11:29:45:814,0.4809,-0.3767,9.8316,0.0508,-0.0105,9.8065,-0.0246,0.0095,-0.016,-15.83,-1.22,-36.84,177.86,0.13,-0.62
52.18527,-1.87736,82,5.74,10,192.9,,14 / 24,21545,2019-08-16 11:29:45:914,0.0772,0.0402,9.1872,0.0305,-0.0165,9.8066,-0.0246,0.0095,-0.016,-15.83,-1.22,-36.84,177.86,0.13,-0.62
52.18527,-1.87736,82,5.74,10,192.9,,14 / 24,21645,2019-08-16 11:29:46:014,0.2163,-0.13,10.1364,0.0143,0.0152,9.8066,0.0191,0.0138,-0.0117,-16.15,-1.6,-36.4,174.51,0.31,-0.71
52.18527,-1.87736,82,5.74,10,192.9,,14 / 24,21745,2019-08-16 11:29:46:114,-0.0031,-0.1485,10.0674,0.0021,0.0501,9.8065,0.0713,0.0319,0.0085,-16.9,-1.6,-36.4,174.51,0.31,-0.71
